epoch,train_loss,train_iou,train_dice,val_loss,val_iou,val_dice,lr,encoder_frozen,seconds
1,1.6138296898673563,0.12237377464771271,0.2180624157190323,1.5071743726730347,0.16961021721363068,0.2900286018848419,0.0001,True,5.1
2,1.3380460318397074,0.2277398705482483,0.37099042534828186,1.2595154643058777,0.2862355709075928,0.4450748860836029,0.0001,True,3.4
3,1.2216375505222994,0.3468242287635803,0.5150251984596252,1.0994735956192017,0.5488154292106628,0.7086905241012573,0.0001,True,3.4
4,1.1310154129477108,0.49368223547935486,0.6610271334648132,1.0175101608037949,0.6478859186172485,0.7863237261772156,0.0001,True,3.4
5,1.0798757391817428,0.5780912041664124,0.732646107673645,0.9924386590719223,0.6656119227409363,0.7992401123046875,0.0001,True,3.3
6,1.065292428521549,0.6029114723205566,0.7522704601287842,0.9727417081594467,0.7538185715675354,0.8596311807632446,1e-05,False,4.8
7,1.0519551599726957,0.6191549301147461,0.7647877931594849,0.9562189429998398,0.7690045833587646,0.8694207072257996,1e-05,False,4.7
8,1.0531913532930262,0.6019958853721619,0.7515573501586914,0.9514151811599731,0.774851381778717,0.8731451034545898,1e-05,False,4.7
9,1.0465369680348564,0.604017436504364,0.7531307339668274,0.946747675538063,0.7543990015983582,0.8600084781646729,1e-05,False,4.8
10,1.0329398898517383,0.6408582925796509,0.7811257243156433,0.9458802193403244,0.7430867552757263,0.852610170841217,1e-05,False,4.7
11,1.0288318641045515,0.6535632610321045,0.7904908061027527,0.9442906528711319,0.7599329352378845,0.8635930418968201,1e-05,False,4.7
12,1.0240968606051277,0.6554234027862549,0.7918498516082764,0.9354635328054428,0.7609347105026245,0.8642395734786987,1e-05,False,4.7
13,1.0118184650645536,0.6693083643913269,0.8018990159034729,0.9281618297100067,0.7646765112876892,0.8666477799415588,1e-05,False,4.7
14,1.0180507267222685,0.6554107666015625,0.791840672492981,0.9244195073843002,0.7654523253440857,0.867145836353302,5e-06,False,4.7
15,1.005422690335442,0.6958330273628235,0.8206385970115662,0.9288601726293564,0.777175784111023,0.8746189475059509,5e-06,False,4.7
16,1.0025067048914291,0.6900243759155273,0.816585123538971,0.9200120568275452,0.7844036221504211,0.8791773915290833,5e-06,False,4.7
17,1.001991513897391,0.6792651414871216,0.8090028762817383,0.9245309829711914,0.7759243249893188,0.8738259077072144,5e-06,False,4.7
18,0.9924590061692631,0.7050830721855164,0.8270366191864014,0.9260708689689636,0.790490448474884,0.8829876184463501,5e-06,False,4.7
19,0.9976378398783067,0.700502872467041,0.8238773345947266,0.9244595021009445,0.7922828793525696,0.8841047286987305,5e-06,False,4.7
20,0.9924977526945227,0.7141247391700745,0.8332237601280212,0.9188330918550491,0.797491729259491,0.887338399887085,5e-06,False,4.7
21,0.9882076522883247,0.7050454020500183,0.8270106911659241,0.9090425223112106,0.8110479712486267,0.8956670165061951,5e-06,False,4.7
22,0.9917113851098454,0.7133405208587646,0.8326897025108337,0.9086692333221436,0.8099083304405212,0.8949716687202454,5e-06,False,4.7
23,0.9924177281996783,0.7033538818359375,0.8258458971977234,0.9149775803089142,0.8025971055030823,0.8904896974563599,5e-06,False,4.8
24,0.9788980729439679,0.7211596965789795,0.837992787361145,0.9052694141864777,0.8145995736122131,0.8978284597396851,5e-06,False,4.7
25,0.976929156219258,0.731117844581604,0.8446771502494812,0.9002789258956909,0.8229109644889832,0.9028537273406982,5e-06,False,4.7
26,0.9694097568007076,0.7408566474914551,0.8511403203010559,0.8945214301347733,0.8210448026657104,0.9017294049263,5e-06,False,4.7
27,0.9616791991626515,0.756784200668335,0.8615562319755554,0.8915465176105499,0.8230774998664856,0.9029539227485657,5e-06,False,4.7
28,0.963505464441636,0.7382251024246216,0.84940105676651,0.8862590193748474,0.8269400596618652,0.9052733182907104,5e-06,False,4.7
29,0.9602467943640316,0.7571560740470886,0.8617972135543823,0.8832261562347412,0.8185384273529053,0.9002156853675842,5e-06,False,4.7
30,0.9664889118250679,0.7285371422767639,0.8429522514343262,0.8824469894170761,0.823212742805481,0.9030352830886841,5e-06,False,4.7
