epoch,train_loss,train_iou,train_dice,val_loss,val_iou,val_dice,lr,encoder_frozen,seconds
1,1.2342308549319996,0.1645839512348175,0.282648503780365,1.2662716507911682,0.23132488131523132,0.37573328614234924,0.0001,True,3.6
2,1.0586689360001509,0.3696868121623993,0.5398122072219849,1.0211686342954636,0.46829402446746826,0.6378750205039978,0.0001,True,3.3
3,0.8990420874427346,0.5326710939407349,0.6950886249542236,0.886151060461998,0.667443037033081,0.8005587458610535,0.0001,True,3.3
4,0.8034014175919926,0.6123323440551758,0.7595609426498413,0.7878910303115845,0.7544721364974976,0.8600559830665588,0.0001,True,3.3
5,0.7043674237587872,0.696268618106842,0.8209415078163147,0.689511701464653,0.7559033036231995,0.8609851002693176,0.0001,True,3.3
6,0.6467171591870925,0.7150968313217163,0.8338850736618042,0.6828861981630325,0.7880700826644897,0.8814756274223328,1e-05,False,4.7
7,0.6343367730869967,0.738900899887085,0.849848210811615,0.6772474199533463,0.796112596988678,0.8864840865135193,1e-05,False,4.7
8,0.6459820656215444,0.7031863927841187,0.8257303833961487,0.6667289882898331,0.8055922389030457,0.8923301696777344,1e-05,False,4.7
9,0.6146552317282733,0.7463312745094299,0.8547419309616089,0.6591817438602448,0.8020235896110535,0.8901365995407104,1e-05,False,4.7
10,0.61467164404252,0.7468459606170654,0.8550793528556824,0.6561659872531891,0.808204174041748,0.893930196762085,1e-05,False,4.7
11,0.6079610165427712,0.7402380704879761,0.8507319688796997,0.6449906378984451,0.807159423828125,0.8932907581329346,1e-05,False,4.7
12,0.6026371419429779,0.7454120516777039,0.8541387915611267,0.6386652961373329,0.8168526887893677,0.8991953134536743,1e-05,False,4.7
13,0.5788231386857874,0.7721144556999207,0.8714047074317932,0.629646360874176,0.8166030049324036,0.8990439772605896,1e-05,False,4.7
14,0.5779797575053047,0.769210159778595,0.8695520162582397,0.6209763661026955,0.8106136322021484,0.8954021334648132,1e-05,False,4.7
15,0.5721393771031323,0.7662730813026428,0.8676722645759583,0.6114575937390327,0.8248487710952759,0.904018759727478,1e-05,False,4.7
16,0.5534977947964388,0.7930458188056946,0.8845795392990112,0.6097414791584015,0.8278926014900208,0.9058438539505005,1e-05,False,4.7
17,0.5609785090474522,0.7724820971488953,0.871638834476471,0.6049486324191093,0.8322621583938599,0.908453106880188,1e-05,False,4.7
18,0.5491725942667793,0.7879284024238586,0.8813869953155518,0.5953233540058136,0.8345623016357422,0.9098216891288757,1e-05,False,4.7
19,0.5460639683639302,0.7733769416809082,0.8722081780433655,0.5835743919014931,0.8321274518966675,0.9083728790283203,1e-05,False,4.7
20,0.5371871117283317,0.7789515852928162,0.8757423162460327,0.5697855427861214,0.8275097012519836,0.9056145548820496,1e-05,False,4.7
21,0.5231266302220962,0.798346996307373,0.8878675699234009,0.5724925845861435,0.8372330069541931,0.9114064574241638,1e-05,False,4.7
22,0.5298688587020425,0.7957054376602173,0.8862316012382507,0.5710689499974251,0.8381378054618835,0.9119423031806946,1e-05,False,4.7
23,0.5282884888789233,0.7769644260406494,0.8744850754737854,0.5583087280392647,0.8302981853485107,0.9072818756103516,1e-05,False,4.7
24,0.5135992449872634,0.7864540815353394,0.8804638385772705,0.5615987703204155,0.8329064846038818,0.908836841583252,1e-05,False,4.7
25,0.5117489344933454,0.7925401329994202,0.8842648267745972,0.5508557260036469,0.8405544757843018,0.9133709669113159,1e-05,False,4.7
26,0.5038296159575967,0.7969915270805359,0.887028694152832,0.5405587926506996,0.8402460217475891,0.9131888151168823,1e-05,False,4.7
27,0.504458115381353,0.7850109934806824,0.8795587420463562,0.5393122062087059,0.8392083048820496,0.9125756025314331,1e-05,False,4.7
28,0.5046660514438853,0.7770723700523376,0.8745534420013428,0.5329811871051788,0.8410762548446655,0.9136788845062256,1e-05,False,4.7
29,0.49328747742316303,0.8113701343536377,0.89586341381073,0.5342926979064941,0.8478955030441284,0.917687714099884,1e-05,False,4.7
30,0.48138953657711253,0.8132477402687073,0.8970067501068115,0.530706025660038,0.8421369791030884,0.9143044352531433,1e-05,False,4.7
31,0.47916197075563316,0.8089547157287598,0.8943890929222107,0.5249028131365776,0.8441294431686401,0.915477454662323,1e-05,False,4.7
32,0.5012524934375987,0.7755395174026489,0.8735818266868591,0.5210341364145279,0.8391474485397339,0.9125396013259888,1e-05,False,4.8
33,0.4779858606703141,0.8059427738189697,0.8925451636314392,0.5197204947471619,0.8464674949645996,0.9168506860733032,1e-05,False,4.7
34,0.4715127804700066,0.8084145188331604,0.8940588235855103,0.5137124881148338,0.8465511798858643,0.9168998003005981,1e-05,False,4.7
35,0.4793892064515282,0.7984898686408997,0.887955904006958,0.5120025351643562,0.8479080200195312,0.9176950454711914,5e-06,False,4.7
36,0.45663903565967784,0.8236137628555298,0.9032765626907349,0.5091004148125648,0.8493509888648987,0.9185395240783691,5e-06,False,4.7
37,0.4611281384440029,0.8210586309432983,0.9017376899719238,0.5072150230407715,0.8465381860733032,0.9168921709060669,5e-06,False,4.7
38,0.45840513355591717,0.8206861019134521,0.9015130400657654,0.508269652724266,0.8525006771087646,0.9203782677650452,5e-06,False,4.7
39,0.457455550923067,0.822260856628418,0.9024623036384583,0.5046570599079132,0.8522161841392517,0.92021244764328,5e-06,False,4.7
40,0.45698590138379264,0.8182840943336487,0.9000619053840637,0.5017466992139816,0.8503103256225586,0.9191002249717712,5e-06,False,4.7
41,0.45772914325489716,0.810795247554779,0.8955128788948059,0.503178782761097,0.8520461916923523,0.9201133251190186,5e-06,False,4.7
42,0.44326545736368966,0.8302355408668518,0.9072445034980774,0.5012847185134888,0.8547099828720093,0.921664297580719,5e-06,False,4.7
43,0.45357998329050403,0.8197939395904541,0.900974452495575,0.4953066557645798,0.8510394096374512,0.9195259809494019,5e-06,False,4.7
44,0.4492534486686482,0.823820173740387,0.9034006595611572,0.49666933715343475,0.8543791770935059,0.921471893787384,5e-06,False,4.7
45,0.44275999595137205,0.8233457803726196,0.9031153321266174,0.49462461471557617,0.8543993830680847,0.9214836955070496,5e-06,False,4.7
46,0.45700593730982614,0.8067499399185181,0.8930399417877197,0.4943653270602226,0.8515366911888123,0.9198161363601685,5e-06,False,4.7
47,0.441746010499842,0.8216084241867065,0.9020692110061646,0.489743247628212,0.8540894389152527,0.921303391456604,5e-06,False,4.7
48,0.45373061124016256,0.8105239272117615,0.8953473567962646,0.489847868680954,0.8555984497070312,0.9221805930137634,5e-06,False,4.7
49,0.44495560316478505,0.8185840249061584,0.9002432823181152,0.49174678325653076,0.8562310338020325,0.9225479364395142,5e-06,False,4.7
50,0.4372086156817043,0.8334702849388123,0.9091724157333374,0.4896184951066971,0.8546859622001648,0.9216503500938416,5e-06,False,4.7
51,0.44237376135938306,0.8236505389213562,0.9032986760139465,0.4873363599181175,0.8552622199058533,0.9219852685928345,5e-06,False,4.7
52,0.4271927914198707,0.8385776877403259,0.9122025966644287,0.4848809987306595,0.8562842011451721,0.9225788116455078,5e-06,False,4.7
53,0.4445354517768411,0.8128266930580139,0.8967505693435669,0.48213496804237366,0.8552957773208618,0.922004759311676,5e-06,False,4.8
54,0.43253158821779136,0.8365207314491272,0.9109842777252197,0.4843672290444374,0.8542393445968628,0.9213905930519104,5e-06,False,4.7
55,0.43776170120519753,0.8237909078598022,0.9033830761909485,0.4796407222747803,0.8563848733901978,0.9226372241973877,2.5e-06,False,4.7
56,0.4263051502844867,0.8312100172042847,0.9078260064125061,0.47626538574695587,0.8574922680854797,0.9232795238494873,2.5e-06,False,4.7
57,0.43138449507601123,0.8324747681617737,0.9085798263549805,0.47745851427316666,0.8575301766395569,0.9233014583587646,2.5e-06,False,4.7
58,0.42458684304181266,0.8317970633506775,0.9081760048866272,0.47706180065870285,0.8571966290473938,0.9231081008911133,2.5e-06,False,4.8
59,0.4286762738929075,0.8252730965614319,0.9042735695838928,0.4746122360229492,0.8571357131004333,0.9230728149414062,2.5e-06,False,4.7
60,0.4340350785676171,0.8281053900718689,0.9059711694717407,0.4749341607093811,0.8554427027702332,0.9220901131629944,2.5e-06,False,4.9
